District,Facility Type,Material Type,Facility ID,Facility Description,Company,Contact Person,Contact Email,Telephone Number,Physical Address,P-Address Line 2,P-Address City,P-Address State,P-Address Zip,P-Address Country,Latitude,Longitude,Mailing Address,M-Address Line 2,M-Address City,M-Address State,M-Address Zip,M-Address Country,Facility Status,Facility Status Date,QCP Status,QCP Status Date
SMO,Plant,Plastic Pipe,FPP-18,Lane Enterprises (Wytheville VA),Lane Enterprises,JENNIFER ELLIOTT,jelliott@lane-enterprises.com,(717) 532-5959 x1210,510 Kents Lane,,Wytheville,Virginia,24382,,36.954179,-81.021080,510 Kents Lane,,Wytheville,Virginia,24382,,Under Review,6/23/2015,Accepted,3/28/2025
SMO,Plant,Plastic Pipe,FPP-19,Crumpler Plastic Pipe,"Crumpler Plastic Pipe, Inc.",HOUSTON CRUMPLER,HLCrumpler3@cpp-pipe.com,(910) 525-2811,851 Autry Highway,,Roseboro,North Carolina,28382,,34.961760,-78.522205,851 Autry Highway,,Roseboro,North Carolina,28382,,Under Review,6/23/2015,Inactivated,12/12/2016
SMO,Plant,Plastic Pipe,FPP-21,Advanced Drainage Systems (Perry GA),"Advanced Drainage Systems, Inc.",Reginald Clay,Reginald.Clay@adspipe.com,(478) 988-8010,1005 Valley Dr,,Perry,Georgia,31069,,32.466437,-83.776698,1005 Valley Dr,,Perry,Georgia,31069,,Under Review,6/23/2015,Accepted,11/2/2015
SMO,Plant,Plastic Pipe,FPP-23,Contech (Montgomery AL) - SRPE,Contech Engineered Solutions LLC,Pete Kalisky,pkalisky@CONTECHES.COM,(334) 531-2685,2700 Gunter Park Dr W,,Montgomery,Alabama,36109,,32.400389,-86.233861,2700 Gunter Park Dr W,,Montgomery,Alabama,36109,,Under Review,6/23/2015,Accepted,4/14/2020
SMO,Plant,Plastic Pipe,FPP-24,Advanced Drainage Systems (Muncy PA),"Advanced Drainage Systems, Inc.",Joel Gimmi,Joel.Gimmi@ads-pipe.com,(570) 220-5697,173 Industrial Parkway North,,Muncy,Pennsylvania,17756,,41.217574,-76.800826,173 Industrial Parkway North,,Muncy,Pennsylvania,17756,,Under Review,6/23/2015,Accepted,5/31/2023
SMO,Plant,Plastic Pipe,FPP-26,Advanced Drainage Systems (Sebring FL),"Advanced Drainage Systems, Inc.",Jason Artz,jason.artz@ads-pipe.com,(863) 370-6635,1 Ulmann Dr.,,Sebring,Florida,33870,,27.465486,-81.347750,1 Ulmann Dr.,,Sebring,Florida,33870,,Under Review,5/27/2016,Accepted,1/17/2020
SMO,Plant,Plastic Pipe,FPP-27,Advanced Drainage Systems (Bessemer City NC),"Advanced Drainage Systems, Inc.",Candace Abernathy,candace.abernathy@adspipe.com,(704) 629-4151,902 E Maine Ave,,Bessemer City,North Carolina,28016,,35.284827,-81.266904,902 E Maine Ave,,Bessemer City,North Carolina,28016,,Under Review,3/27/2018,Accepted,10/18/2018
SMO,Plant,Plastic Pipe,FPP-29,Advanced Drainage Systems (Jackson MS),"Advanced Drainage Systems, Inc.",LaKisha Kelly,LaKisha.Kelly@adspipe.com,(769) 990-4037,205 Apache Dr,,Jackson,Mississippi,39272,,32.162908,-90.265232,205 Apache Dr,,Jackson,Mississippi,39272,,Under Review,3/17/2020,Accepted,5/1/2020
SMO,Plant,Plastic Pipe,FPP-30,"Advanced Drainage Systems, Inc (Mendota, IL)","Advanced Drainage Systems, Inc.",Brett Meyer,brett.meyer@adspipe.com,(815) 539-2160,1600 Industrial Drive,,Mendota,Illinois,61342,,41.562000,-89.073740,1600 Industrial Drive,,Mendota,Illinois,61342,,Under Review,9/23/2022,Accepted,11/10/2022
SMO,Plant,Plastic Pipe,FPP-31,"Advanced Drainage Systems, Inc (Vicksburg, MS)","Advanced Drainage Systems, Inc.",Victor Rushing,Victor.Rushing@adspipe.com,(601) 629-9040,5695 Highway 61 S,,Vicksburg,Mississippi,39180,,32.440110,-90.973580,5695 Highway 61 S,,Vicksburg,Mississippi,39180,,Under Review,11/8/2022,Accepted,2/7/2023
SMO,Plant,Plastic Pipe,FPP-32,"Kanaflex Corporation (Vernon Hills, IL)",Kanaflex Corporation,Kevin Cornell,kcornell@kanaflex-usa.com,(224) 545-2012,875 Woodlands Parkway,,Vernon Hills,Illinois,60061,,42.209431,-87.937720,800 Woodlands Parkway,,Vernon Hills,Illinois,60061,,Under Review,1/14/2022,,
SMO,Plant,Plastic Pipe,FPP-33,"Prinsco, Inc - Chatsworth, IL","Prinsco, Inc.",NICK DEJONG,NickD@prinsco.com,(320) 222-6833,111 East Pine St.,,Chatsworth,Illinois,60921,,40.761020,-88.295990,111 East Pine St.,,Chatsworth,Illinois,60921,,Under Review,2/13/2024,Accepted,8/9/2024
SMO,Plant,Plastic Pipe,FPP-34,"Prinsco - Prinsburg, MN","Prinsco, Inc.",Reggie Ledeboer,Reggie.Ledeboer@prinsco.com,(320) 978-1422,108 W. Hwy. 7,,Prinsburg,Minnesota,56281,,44.934650,-95.194700,108 W. Hwy. 7,,Prinsburg,Minnesota,56281,,Under Review,1/6/2025,Accepted,2/10/2025
SMO,Plant,Plastic Pipe,FPP-35,"Prinsco - Valdosta, GA","Prinsco, Inc.",Reid Trimm,reid.trimm@prinsco.com,(407) 340-0364,5645 W Hunt Rd.,,Valdosta,Georgia,31602,,30.834940,-83.230680,5645 W Hunt Rd.,,Valdosta,Georgia,31602,,Under Review,5/2/2025,,
SMO,Plant,Prestressed Concrete Products,PCPVA-001,"Coastal Precast Systems III, LLC","Coastal Precast Systems III, LLC",DANIEL MOREFIELD,dmorefield@cpsprecast.com,(757) 342-3455,1134 Bayshore Rd.,,Cape Charles,Virginia,23310,,37.260466,-76.020227,1134 Bayshore Rd.,,Cape Charles,Virginia,23310,,Under Review,12/14/2021,,
SMO,Plant,Shop Metalizing,BR-FL-003,Veritas Steel - Palatka,Veritas Steel LLC,Joseph Smith,joseph.smith@veritassteel.com,(386) 328-4683 x4013,211 COMFORT ROAD,,PALATKA,Florida,32177,,29.688854,-81.654629,211 COMFORT ROAD,,PALATKA,Florida,32177,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Shop Metalizing,BR-IN-001,Industrial Steel Construction / ISC,"Industrial Steel Construction, Inc.",DAVID JOHNSON,DJOHNSON@ISCBRIDGE.COM,(219) 885-7600,86 N BRIDGE,,GARY,Indiana,46404,,41.610501,-87.374609,86 N BRIDGE,,GARY,Indiana,46404,,Under Review,6/23/2015,Accepted,2/25/2021
SMO,Plant,Shop Metalizing,BR-NV-001,Scougal Rubber - McCarran,Scougal Rubber Corporation,BRAD STREETER,Brad.Streeter@scougalrubber.com,(775) 284-8500 x118,885 Denmark Drive,,McCarran,Nevada,89434,,39.544987,-119.470782,885 Denmark Drive,,McCarran,Nevada,89434,,Under Review,6/6/2017,Accepted,5/12/2023
SMO,Plant,Shop Metalizing,BR-OH-002,AG Industries / Con-Serv.,AG Industries / Con-Serv,ALBERT GAWEL,albert@agind.co,(330) 220-0050,2963 INTERSTATE PKWY,,BRUNSWICK,Ohio,44212,,41.247349,-81.792233,2963 INTERSTATE PKWY,,BRUNSWICK,Ohio,44212,,Under Review,6/23/2015,Suspended,7/21/2022
SMO,Plant,Shop Metalizing,BR-PA-010,High Steel Structures - Williamsport,"High Steel Structures, Inc.",PAUL MUFFULETTO,pmuffuletto@high.net,(717) 390-4253,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,41.234200,-77.082591,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,Under Review,6/23/2015,Accepted,10/18/2022
SMO,Plant,Shop Metalizing,BR-TX-002,"Cosmec, Inc.","Cosmec, Inc.",DONALD VOSE,dvose@cosmecinc.com,(903) 677-2871,1501 ROCKY RIDGE ROAD,,ATHENS,Texas,75751,,32.211482,-95.821777,PO BOX 2159,,ATHENS,Texas,75751,,Under Review,6/23/2015,Accepted,3/24/2021
SMO,Plant,Shop Metalizing,MM-OH-001,DS Brown - N. Baltimore,DS Brown Company,MARK FRANCIS,mfrancis@dsbrown.com,(678) 366-3350,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,41.187090,-83.674250,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,Under Review,6/23/2015,Accepted,2/21/2025
SMO,Plant,Shop Metalizing,PA-FL-004,Gemstone - Lake Wales (Story Rd.),Gemstone,Kyle Brooker,kbrooker@gemstonellc.com,(561) 572-6340,510 East State Rd. 60,,Lake Wales,Florida,33898,,27.893013,-81.505920,100 Kennedy Drive,Suite 460,Key West,Florida,33040,,Under Review,10/18/2023,Accepted,10/19/2023
SMO,Plant,Shop Metalizing,PA-NY-001,Niagara Coating Services,NIAGARA COATINGS SERVICES,CHRIS BURGARD,NCS8025@aol.com,(716) 297-5834,8025 QUARRY RD.,,NIAGRA FALLS,New York,14304,,43.123648,-78.972982,8025 QUARRY RD.,,NIAGRA FALLS,New York,14304,,Approved,11/1/2013,Accepted,6/11/2024
SMO,Plant,Shop Metalizing,PA-PA-001,Regal Industrial Corporation,Regal Industrial Corporation,Jason Walker,jasonwalker@regalindustrial.com,(724) 564-1080,98 EAST 1ST STREET,,DONORA,Pennsylvania,15033,,40.171767,-79.854462,PO BOX 291,,DONORA,Pennsylvania,15033,,Approved,8/16/2007,Accepted,4/30/2024
SMO,Plant,Shop Painting,BM-AL-003,G&G Steel - Russellville,"G&G Steel, Inc.",Matt Uptain,MUptain@ggsteel.com,(256) 277-0153,15825 HIGHWAY 243,,RUSSELLVILLE,Alabama,35653,,34.483137,-87.726040,POST OFFICE BOX 179,,RUSSELLVILLE,Alabama,35653,,Under Review,6/23/2015,Accepted,3/22/2024
SMO,Plant,Shop Painting,BM-AL-004,G&G Steel - Cordova,"G&G Steel, Inc.",Bret Gist,bgist@ggsteel.com,(256) 277-0139,6275 Horsecreek Blvd.,,Cordova,Alabama,35550,,33.752265,-87.156000,6275 Horsecreek Blvd.,,Cordova,Alabama,35550,,Under Review,3/22/2024,Accepted,3/22/2024
SMO,Plant,Shop Painting,BR-AL-001,W&W/AFCO Hirschfeld - Montgomery,Hirschfeld Industries,DAVID J. BOWDEN,joey.bowden@hirschfeld.com,(334) 265-6702,1085 PARKER ST,,MONTGOMERY,Alabama,36108,,32.354820,-86.361715,1085 PARKER ST,,MONTGOMERY,Alabama,36108,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Shop Painting,BR-AL-002,Contech Bridge - Ft. Payne,Contech Engineered Solutions LLC,Jeremy Gamble,Jeremy.Gamble@conteches.com,(256) 273-3012,4021 GAULT AVE. SOUTH,,FORT PAYNE,Alabama,35967,,34.398069,-85.762522,4021 GAULT AVE. SOUTH,,FORT PAYNE,Alabama,35967,,Under Review,6/23/2015,Accepted,11/18/2022
SMO,Plant,Shop Painting,BR-AR-001,Prospect Steel Company,Prospect Steel Company,MICHAEL HUPP,michaelhu@lexicon-inc.com,(501) 490-2300,8900 FOURCHE DAM PIKE,,LITTLE ROCK,Arkansas,72206,,34.711200,-92.190152,8900 FOURCHE DAM PIKE,,LITTLE ROCK,Arkansas,72206,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Shop Painting,BR-CA-001,Excel Bridge - Olancha,Excel Bridge Manufacturing Company,KEN LONGINO,kenlongino@excelbridge.com,(562) 944-0701,HWY 395 & HWY 190,,OLANCHA,California,93549,,36.282209,-118.006134,HWY 395 & HWY 190,,OLANCHA,California,93549,,Under Review,6/23/2015,Suspended,2/16/2021
SMO,Plant,Shop Painting,BR-FL-001,Florida Structural Steel - Adamo,Florida Structural Steel Company (Precision Build),James Derry,jderry@precisionbuild.com,(813) 241-4361,5205 ADAMO DRIVE,,TAMPA,Florida,33619,,27.951343,-82.396768,5205 ADAMO DRIVE,,TAMPA,Florida,33619,,Under Review,6/23/2015,Accepted,7/22/2025
SMO,Plant,Shop Painting,BR-FL-003,Veritas Steel - Palatka,Veritas Steel LLC,Joseph Smith,joseph.smith@veritassteel.com,(386) 328-4683 x4013,211 COMFORT ROAD,,PALATKA,Florida,32177,,29.688854,-81.654629,211 COMFORT ROAD,,PALATKA,Florida,32177,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Shop Painting,BR-FL-005,Tampa Steel Erecting Company,Tampa Steel Erecting Company,Damen Johnson,Damen@tampasteelerecting.com,(813) 677-7184,5127 BLOOMINGDALE AVE,,TAMPA,Florida,33619,,27.893477,-82.399649,5127 BLOOMINGDALE AVE,,TAMPA,Florida,33619,,Under Review,6/23/2015,Accepted,10/31/2023
SMO,Plant,Shop Painting,BR-FL-006,"Seacoast, Inc.","Seacoast, Inc.",Eddie Beard,E.Beard@SEACOASTINC.NET,(813) 943-8681,765 Dunbar Ave.,,OLDSMAR,Florida,34677,,28.043000,-82.677000,765 Dunbar Ave.,,OLDSMAR,Florida,34677,,Under Review,3/2/2016,Accepted,12/6/2022
SMO,Plant,Shop Painting,BR-FL-007,Florida Structural Steel - Gibsonton,Florida Structural Steel Company (Precision Build),James Derry,jderry@tti-fss.com,(813) 241-4361 x288,12781 US HIGHWAY 41 SOUTH,,GIBSONTON,Florida,33534,,27.808155,-82.387743,12781 US HIGHWAY 41 SOUTH,,GIBSONTON,Florida,33534,,Under Review,3/3/2016,Accepted,7/22/2025
SMO,Plant,Shop Painting,BR-IN-001,Industrial Steel Construction / ISC,"Industrial Steel Construction, Inc.",DAVID JOHNSON,DJOHNSON@ISCBRIDGE.COM,(219) 885-7600,86 N BRIDGE,,GARY,Indiana,46404,,41.610501,-87.374609,86 N BRIDGE,,GARY,Indiana,46404,,Under Review,6/23/2015,Accepted,2/25/2021
SMO,Plant,Shop Painting,BR-MN-001,Contech Bridge - Alexandria,Contech Engineered Solutions LLC,Shawn Potter,shawn.potter@conteches.com,(320) 345-9129,8301 STATE HIGHWAY 29 NORTH,,ALEXANDRIA,Minnesota,56308,,45.977975,-95.312676,8301 STATE HIGHWAY 29 NORTH,,ALEXANDRIA,Minnesota,56308,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Shop Painting,BR-NC-001,W&W/AFCO Hirschfeld - Colfax,Hirschfeld Industries,NICK LAPOINT,NLapoint@wwafcosteel.com,(336) 707-7948,9035 WEST MARKET STREET,,COLFAX,North Carolina,27235,,36.103395,-80.001415,9035 WEST MARKET STREET,,COLFAX,North Carolina,27235,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Shop Painting,BR-NC-002,W&W/AFCO Hirschfeld - Nashville,Hirschfeld Industries,JEREMY WHEELESS,jeremy.wheeless@hirschfeld.com,(252) 459-7116,341 CORBETT ROAD,,NASHVILLE,North Carolina,27856,,35.968298,-78.005543,341 CORBETT ROAD,,NASHVILLE,North Carolina,27856,,Under Review,6/23/2015,Accepted,1/2/2020
SMO,Plant,Shop Painting,BR-NV-001,Scougal Rubber - McCarran,Scougal Rubber Corporation,BRAD STREETER,Brad.Streeter@scougalrubber.com,(775) 284-8500 x118,885 Denmark Drive,,McCarran,Nevada,89434,,39.544987,-119.470782,885 Denmark Drive,,McCarran,Nevada,89434,,Under Review,6/6/2017,Accepted,5/12/2023
SMO,Plant,Shop Painting,BR-OH-001,US BRIDGE,US Bridge,Rajat Shah,Rshah@USBRIDGE.COM,(740) 421-9340,201 WHEELING AVENUE,,CAMBRIDGE,Ohio,43725,,40.025832,-81.599226,201 WHEELING AVENUE,,CAMBRIDGE,Ohio,43725,,Under Review,6/23/2015,Accepted,11/16/2022
SMO,Plant,Shop Painting,BR-OH-002,AG Industries / Con-Serv.,AG Industries / Con-Serv,ALBERT GAWEL,albert@agind.co,(330) 220-0050,2963 INTERSTATE PKWY,,BRUNSWICK,Ohio,44212,,41.247349,-81.792233,2963 INTERSTATE PKWY,,BRUNSWICK,Ohio,44212,,Under Review,6/23/2015,Suspended,7/21/2022
SMO,Plant,Shop Painting,BR-PA-009,High Steel Structures - Lancaster,"High Steel Structures, Inc.",Greg Williams,gwilliams@high.net,(717) 209-4647,1911 OLD PHILADELPHIA PIKE,,LANCASTER,Pennsylvania,17605,,40.041793,-76.250623,1911 OLD PHILADELPHIA PIKE,,LANCASTER,Pennsylvania,17605,,Under Review,6/23/2015,Accepted,10/18/2022
SMO,Plant,Shop Painting,BR-PA-010,High Steel Structures - Williamsport,"High Steel Structures, Inc.",PAUL MUFFULETTO,pmuffuletto@high.net,(717) 390-4253,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,41.234200,-77.082591,3501 WEST FOURTH STREET,,WILLIAMSPORT,Pennsylvania,17701,,Under Review,6/23/2015,Accepted,10/18/2022
SMO,Plant,Shop Painting,BR-SC-001,Bridge Brothers - Pickens,Bridge Brothers INC,JARROD SOLOMON,jsolomon@bridgebrothersinc.com,(864) 940-8817,225 Pumpkin Town Highway,,Pickens,South Carolina,29671,,34.890217,-82.700620,225 Pumpkin Town Highway,,Pickens,South Carolina,29671,,Under Review,9/13/2023,Accepted,1/22/2025
SMO,Plant,Shop Painting,BR-TX-002,"Cosmec, Inc.","Cosmec, Inc.",DONALD VOSE,dvose@cosmecinc.com,(903) 677-2871,1501 ROCKY RIDGE ROAD,,ATHENS,Texas,75751,,32.211482,-95.821777,PO BOX 2159,,ATHENS,Texas,75751,,Under Review,6/23/2015,Accepted,3/24/2021
SMO,Plant,Shop Painting,BR-TX-003,W&W/AFCO Hirschfeld – San Angelo,Hirschfeld Industries,RANDALL WILSON,rwilson@wafcosteel.com,(336) 402-3829,112 West 29th Street,,San Angelo,Texas,76903,,31.488208,-100.456059,PO Box 3768,,San Angelo,Texas,76902,,Under Review,9/28/2016,Accepted,3/9/2023
SMO,Plant,Shop Painting,BR-VA-001,W&W/AFCO Hirschfeld - Bristol,Hirschfeld Industries,David Wright,dwright@wwafcosteel.com,(336) 312-8665,15083 INDUSTRIAL PARK ROAD,,BRISTOL,Virginia,24202,,36.669296,-82.091484,15083 INDUSTRIAL PARK ROAD,,BRISTOL,Virginia,24202,,Under Review,6/23/2015,Accepted,9/26/2023
SMO,Plant,Shop Painting,BR-VA-003,Contech Bridge - Abingdon,Contech Engineered Solutions LLC,Andrew Shields,Andrew.Shields@conteches.com,(276) 525-4823,25881 Hillman Highway,,abingdon,Virginia,24210,,36.735715,-81.913868,25881 Hillman Highway,,abingdon,Virginia,24210,,Under Review,11/16/2022,Accepted,11/18/2022
SMO,Plant,Shop Painting,BR-WI-001,Veritas Steel - Eau Claire,Veritas Steel LLC,Jeremy Rice,JRice@veritassteel.com,(518) 879-4539,2800 MELBY ST.,,EAU CLAIRE,Wisconsin,54702,,44.863220,-91.473238,PO BOX 1545,,EAU CLAIRE,Wisconsin,54703,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Shop Painting,BR-WI-002,Veritas Steel - Wausau,Veritas Steel LLC,Bryan Driscoll,bryan.driscoll@veritassteel.com,(715) 456-3704,3526 WEST SHERMAN ST.,,WAUSAU,Wisconsin,54401,,44.952407,-89.680990,3526 WEST SHERMAN ST.,,WAUSAU,Wisconsin,54401,,Under Review,6/23/2015,Accepted,8/29/2023
SMO,Plant,Shop Painting,MM-OH-001,DS Brown - N. Baltimore,DS Brown Company,MARK FRANCIS,mfrancis@dsbrown.com,(678) 366-3350,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,41.187090,-83.674250,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,Under Review,6/23/2015,Accepted,2/21/2025
SMO,Plant,Shop Painting,MM-TX-005,DS Brown - Athens,DS Brown Company,Duke Bedsole,dbedsole@dsbrown.com,(903) 677-4315,518 PROGRESS WAY,,ATHENS,Texas,75751,,32.211030,-95.812039,518 PROGRESS WAY,,ATHENS,Texas,75751,,Under Review,6/23/2015,Accepted,12/19/2022
SMO,Plant,Shop Painting,PA-AL-001,Allied Steel Corp,Allied Steel Corp,CANDACE TATE,Candace@alliedsteelcorp.com,(251) 675-7752,210 Commerce St,,Saraland,Alabama,36571,,30.807942,-88.062537,210 Commerce St,,Saraland,Alabama,36571,,Under Review,6/22/2020,Accepted,4/10/2023
SMO,Plant,Shop Painting,PA-AR-001,Skyline Steel LLC - ARMOREL,Skyline Steel LLC,JEREMY MCKEE,jeremy.mckee@nucorskyline.com,(870) 345-9250,5896 HIGHWAY 18 EAST,,ARMOREL,Arkansas,72310,,35.913599,-89.786083,5896 HIGHWAY 18 EAST,,ARMOREL,Arkansas,72310,,Under Review,8/21/2015,Accepted,11/13/2023
SMO,Plant,Shop Painting,PA-FL-001,"Wheelblast, Inc.","Wheelblast, Inc.",MICHAEL LYNCH,mike@wheelblastinc.com,(813) 715-7117,3951 COPELAND DRIVE,,ZEPHYRHILLS,Florida,33542,,28.214971,-82.169374,3951 COPELAND DRIVE,,ZEPHYRHILLS,Florida,33542,,Approved,5/20/2009,Accepted,12/21/2022
SMO,Plant,Shop Painting,PA-FL-002,"Pop's Coatings, Inc.","Pop's Coatings, Inc.",April Madsen,april@popsindustrial.com,(863) 644-3485 x105,3805 DRANE FIELD RD.,,LAKELAND,Florida,33811,,27.997940,-82.023193,3805 DRANE FIELD RD.,,LAKELAND,Florida,33811,,Approved,1/2/2007,Accepted,3/6/2025
SMO,Plant,Shop Painting,PA-FL-004,Gemstone - Lake Wales (Story Rd.),Gemstone,Kyle Brooker,kbrooker@gemstonellc.com,(561) 572-6340,510 East State Rd. 60,,Lake Wales,Florida,33898,,27.893013,-81.505920,100 Kennedy Drive,Suite 460,Key West,Florida,33040,,Under Review,10/18/2023,Accepted,10/19/2023
SMO,Plant,Shop Painting,PA-GA-001,T&W Industrial Services LLC,T&W Industrial Services LLC,DENNIS REILLY,sktrucking01@tds.net,(803) 960-9071,8163 HWY 1,,FOLKSTON,Georgia,31537,,30.880208,-82.051104,8163 HWY 1,,FOLKSTON,Georgia,31537,,Approved,1/24/2013,Accepted,1/2/2020
SMO,Plant,Shop Painting,PA-MS-001,Yellow Creek Coating Services,Yellow Creek Coating Services,Marty Hall,Marty.Hall@SunAirProducts.net,(662) 423-5020,9 COUNTY ROAD 370,,IUKA,Mississippi,38852,,34.975680,-88.243918,9 COUNTY ROAD 370,,IUKA,Mississippi,38852,,Approved,8/8/2014,Accepted,5/18/2021
SMO,Plant,Shop Painting,PA-MS-002,True Grit,True Grit Inc.,Tony Dunser,Tony.Dunser@truegritinc.net,(662) 328-9469,197 True Grit Rd.,,Columbus,Mississippi,39702,,33.519000,-88.349000,197 True Grit Rd.,,Columbus,Mississippi,39702,,Under Review,4/14/2020,Suspended,1/6/2023
SMO,Plant,Shop Painting,PA-NC-001,"Structural Coatings, Inc.","Structural Coatings, Inc.",RAY HALES,ray@thehalesgroup.net,(919) 553-3034,8029 US 70 BUSINESS HWY WEST,,CLAYTON,North Carolina,27520,,35.612955,-78.418237,8029 US 70 BUSINESS HWY WEST,,CLAYTON,North Carolina,27520,,Approved,8/24/2010,Suspended,1/6/2022
SMO,Plant,Shop Painting,PA-OH-001,Skyline Steel LLC - BELPRE,Skyline Steel LLC,Kevin Soul,Kevin.Soul@NucorSkyline.com,(740) 423-8544,12355 STATE ROUTE 7,,BELPRE,Ohio,45714,,39.321233,-81.564343,12355 STATE ROUTE 7,,BELPRE,Ohio,45714,,Approved,12/15/2010,Accepted,4/29/2020
SMO,Plant,Shop Painting,PA-PA-001,Regal Industrial Corporation,Regal Industrial Corporation,Jason Walker,jasonwalker@regalindustrial.com,(724) 564-1080,98 EAST 1ST STREET,,DONORA,Pennsylvania,15033,,40.171767,-79.854462,PO BOX 291,,DONORA,Pennsylvania,15033,,Approved,8/16/2007,Accepted,4/30/2024
SMO,Plant,Shop Painting,PA-WI-001,Marathon Industrial Finishing LLC,Marathon Industrial Finishing LLC,KEN VOJTECH,KVOJTECH@MIFINISHING.COM,(715) 254-8323,497 Maratech Ave.,,Marathon City,Wisconsin,54448,,44.940410,-89.832100,497 Maratech Ave.,,Marathon City,Wisconsin,54448,,Under Review,12/17/2018,Accepted,1/2/2020
SMO,Plant,Silica Fume,SF01,"ELKEM MATERIALS, INC.","Elkem Materials, Inc.",ED MAYS,ed.mays@elkem.com,(304) 779-3222,PARK WEST OFFICE CENTER,,PITTSBURG,Pennsylvania,15230,,40.500674,-80.211890,P.O.  BOX 266,,PITTSBURG,Pennsylvania,15230,,Under Review,6/23/2015,Inactivated,2/4/2016
SMO,Plant,Silica Fume,SF02,The Euclid Chemical Company,The Euclid Chemical Company,Brian Lewis,BLewis@euclidchemical.com,(216) 692-8305,19218 REDWOOD ROAD,,CLEVELAND,Ohio,44110,,41.569068,-81.543884,19218 REDWOOD ROAD,,CLEVELAND,Ohio,44110,,Under Review,6/23/2015,Accepted,9/26/2016
SMO,Plant,Silica Fume,SF03,Hunt Process Corporation,Hunt Process Corporation,RICK LARGENT,ricklargent@huntprocess.com,(601) 856-8811,138 N. WHEATLY STREET,,RIDGELAND,Mississippi,39158,,32.431460,-90.131702,P.O. BOX 688,,RIDGELAND,Mississippi,39158,,Under Review,6/23/2015,Accepted,9/12/2016
SMO,Plant,Silica Fume,SF04,Master Builders,Master Builders,MARK PIECHUTA,mark.piechuta@masterbuilders.com,(216) 839-7072,23700 CHAGRIN BLVD.,,CLEVELAND,Ohio,44122,,41.463398,-81.511826,23700 CHAGRIN BLVD.,,CLEVELAND,Ohio,44122,,Under Review,6/23/2015,Accepted,8/22/2023
SMO,Plant,Silica Fume,SF05,Sika Corporation,Sika Corporation,Nate Artman,artman.nathaniel@us.sika.com,(330) 495-0109,201 POLITO AVENUE,,LYNDHURST,New Jersey,07071,,40.804895,-74.109985,201 POLITO AVENUE,,LYNDHURST,New Jersey,07071,,Under Review,6/23/2015,Accepted,6/9/2016
SMO,Plant,Silica Fume,SF06,GCP Applied Technologies,GCP Applied Technologies,Alla Cannon,alla.y.cannon@gcpat.com,(617) 498-2639,62 WHITTEMORE AVENUE,,CAMBRIDGE,Massachusetts,02140,,42.398577,-71.137250,62 WHITTEMORE AVENUE,,CAMBRIDGE,Massachusetts,02140,,Under Review,6/23/2015,Accepted,7/12/2016
SMO,Plant,Silica Fume,SF07,Advanced Cement Technologies,Advanced Cement Technologies,KEN MCPHALEN,KENMC@METAKAOLIN.COM,(360) 332-7060,435 Martin Street,Suite 2040,Blaine,Washington,98231,,48.992940,-122.747130,435 Martin Street,Suite 2040,Blaine,Washington,98231,,Under Review,1/21/2016,Accepted,9/14/2016
SMO,Plant,Silica Fume,SF08,"RED Industrial Products - Burnsville, MS",RED Industrial Products,BOB KEDANIS,bkedanis@redindustrialproducts.com,(724) 967-5689,80 County Road 210,,Burnsville,Mississippi,38833,,34.805960,-88.336620,4 Village Park Drive,Suite 110,Grove City,Pennsylvania,16127,,Under Review,10/4/2016,Accepted,5/2/2017
SMO,Plant,Silica Fume,SF09,"RED Industrial Products - Zhengzhou, China",RED Industrial Products,BOB KEDANIS,bkedanis@redindustrialproducts.com,(724) 967-5689,833 Booneslick Rd.,,High Hill,Missouri,63350,,38.879668,-91.387914,4 Village Park Drive,Suite 110,Grove City,Pennsylvania,16127,,Under Review,10/23/2023,Accepted,10/24/2023
SMO,Plant,Steel Bridge (Pedestrian),BM-AL-003,G&G Steel - Russellville,"G&G Steel, Inc.",Matt Uptain,MUptain@ggsteel.com,(256) 277-0153,15825 HIGHWAY 243,,RUSSELLVILLE,Alabama,35653,,34.483137,-87.726040,POST OFFICE BOX 179,,RUSSELLVILLE,Alabama,35653,,Under Review,6/23/2015,Accepted,3/22/2024
